Vendedor,NroFactura,FechaFactura,Cliente,MontoSinImp,Impuestos,Costo,MontoFactura,Tipo,,,,
Penelope,2277,4/28/2015,"Gray, Isaiah",95.59,25.41,56,121,Persona,,,,
Maria,2278,4/28/2015,"Johnson, Benjamin",102.29,27.18,65,129.47,Persona,,,,
Luz,2279,4/28/2015,"Garcia, James",576.41,153.22,56,729.63,Persona,,,,
Laura,2280,4/29/2015,"Morgan, Brian",804.87,213.95,83,1018.82,Persona,,,,
Maria,2281,4/29/2015,"Evans, Devin",182.58,48.53,61,231.11,Persona,,,,
Carla,2282,4/29/2015,Transportes Pampa,397.66,105.7,98,503.36,Empresa,,,,
Alfonso,2283,4/29/2015,"Ward, Jeremy",268.61,71.4,85,340.01,Persona,,,,
Maria,2284,4/30/2015,"Kumar, Kevin",427.29,113.58,67,540.87,Persona,,,,
Penelope,2285,4/30/2015,Trenton Cnia,120.45,32.01,112,152.46,Empresa,,,,
Alfonso,2286,5/1/2015,Kolkata Cnia,251.41,66.82,118,318.23,Empresa,,,,
Maria,2287,5/1/2015,"Anderson, Nicholas",372.81,99.09,85,471.9,Persona,,,,
Maria,2288,5/1/2015,"Diaz, Byron",754.21,200.48,101,954.69,Persona,,,,
Pedro,2289,5/2/2015,"Reed, Richard",565.9,150.42,99,716.32,Persona,,,,
Juan,2290,5/2/2015,Fiorilo Transportes y Correo,641.41,170.5,89,811.91,Empresa,,,,
Maria,2291,5/2/2015,"Ross, Christian",136.7,36.33,107,173.03,Persona,,,,
Juan,2292,5/2/2015,"Gonzales, Caleb",317.36,84.36,66,401.72,Persona,,,,
Laura,2293,5/2/2015,"Diaz, Byron",169.2,44.97,101,214.17,Persona,,,,
Laura,2294,5/3/2015,Grupo 3 Estudio de Abogados,385.23,102.4,65,487.63,Empresa,,,,
Maria,2295,5/3/2015,Dallas Producciones,201.7,53.61,93,255.31,Empresa,,,,
Alfonso,2296,5/4/2015,"Morgan, Brian",333.61,88.68,74,422.29,Persona,,,,
John,2297,5/4/2015,Burbank Cnia,366.11,97.32,85,463.43,Empresa,,,,
Luz,2298,5/4/2015,"Alonso, Julio",339.35,90.2,89,429.55,Persona,,,,
Maria,2299,5/4/2015,"Lewis, Charles",613.69,163.13,70,776.82,Persona,,,,
Luis,2300,5/4/2015,"Morgan, Brian",644.28,171.26,102,815.54,Persona,,,,
Pedro,2301,5/4/2015,Round Ventures,114.71,30.49,78,145.2,Empresa,,,,
John,2302,5/4/2015,"Rodriguez, Thomas",154.86,41.16,61,196.02,Persona,,,,
Juan,2303,5/4/2015,"Liu, Louis",621.34,165.16,60,786.5,Persona,,,,
Laura,2304,5/4/2015,"Evans, Devin",676.78,179.9,109,856.68,Persona,,,,
Maria,2305,5/5/2015,Falmouth Cnia,531.49,141.27,99,672.76,Empresa,,,,
Penelope,2306,5/5/2015,Sunbury Cnia,178.76,47.51,105,226.27,Empresa,,,,
John,2307,5/5/2015,"Hill, Lucas",125.23,33.28,92,158.51,Persona,,,,
Pedro,2308,5/5/2015,Falmouth Cnia,735.09,195.4,78,930.49,Empresa,,,,
Maria,2309,5/5/2015,"Bailey, Angel",183.54,48.78,83,232.32,Persona,,,,
Luis,2310,5/5/2015,"Bailey, Angel",296.33,78.77,88,375.1,Persona,,,,
Luz,2311,5/5/2015,"Adams, Wyatt",207.44,55.13,64,262.57,Persona,,,,
Luis,2312,5/6/2015,"Ramos, Dwayne",362.29,96.3,118,458.59,Persona,,,,
Carla,2313,5/6/2015,"Lopez, Blake",449.28,119.42,77,568.7,Persona,,,,
Luis,2314,5/6/2015,"Washington, Jack",615.6,163.64,81,779.24,Persona,,,,
John,2315,5/7/2015,"Hernandez, Micheal",718.84,191.08,72,909.92,Persona,,,,
John,2316,5/7/2015,"Morris, Timothy",834.51,221.82,63,1056.33,Persona,,,,
Pedro,2317,5/7/2015,Burbank Cnia,520.01,138.23,69,658.24,Empresa,,,,
Pedro,2318,5/7/2015,"Evans, Devin",729.36,193.87,100,923.23,Persona,,,,
Maria,2319,5/8/2015,Semillas Santo Mongo,523.84,139.24,95,663.08,Empresa,,,,
Penelope,2320,5/8/2015,"Rodriguez, Thomas",793.4,210.9,76,1004.3,Persona,,,,
Maria,2321,5/8/2015,"Alonso, Julio",555.38,147.63,116,703.01,Persona,,,,
Penelope,2322,5/9/2015,"Evans, Noah",759.95,202,62,961.95,Persona,,,,
Carla,2323,5/9/2015,"Turner, Richard",636.63,169.23,87,805.86,Persona,,,,
Penelope,2324,5/9/2015,Wapato Cnia,112.8,29.98,69,142.78,Empresa,,,,
Maria,2325,5/9/2015,Madridia Cnia,391.92,104.18,64,496.1,Empresa,,,,
Maria,2326,5/10/2015,"Jackson, Noah",520.97,138.48,75,659.45,Persona,,,,
Maria,2327,5/10/2015,Rochester Cnia,575.46,152.96,83,728.42,Empresa,,,,
John,2328,5/10/2015,"Morris, Devin",158.68,42.18,79,200.86,Persona,,,,
Luis,2329,5/10/2015,"Anderson, Nicholas",649.06,172.53,57,821.59,Persona,,,,
Luis,2330,5/10/2015,"Mitchell, Marcus",203.61,54.12,63,257.73,Persona,,,,
Penelope,2331,5/10/2015,Trenton Cnia,171.11,45.48,57,216.59,Empresa,,,,
Luis,2332,5/11/2015,Jota Cnia,382.36,101.64,74,484,Empresa,,,,
Alfonso,2333,5/11/2015,"Griffin, Kyle",311.63,82.83,66,394.46,Persona,,,,
Pedro,2334,5/11/2015,"Bailey, Angel",166.33,44.21,120,210.54,Persona,,,,
John,2335,5/12/2015,Fiorilo Transportes y Correo,261.92,69.62,119,331.54,Empresa,,,,
Luz,2336,5/12/2015,"Bailey, Angel",345.08,91.73,61,436.81,Persona,,,,
John,2337,5/12/2015,"Johnson, Austin",350.82,93.25,97,444.07,Persona,,,,
Alfonso,2338,5/12/2015,Lake Oswego Cnia,440.67,117.14,70,557.81,Empresa,,,,
Penelope,2339,5/13/2015,Kiela Cnia,684.43,181.93,109,866.36,Empresa,,,,
Maria,2340,5/13/2015,"Perez, Jeremy",293.47,78,117,371.47,Persona,,,,
Pedro,2341,5/13/2015,"Lopez, Blake",514.28,136.7,105,650.98,Persona,,,,
Juan,2342,5/14/2015,Kolkata Cnia,655.75,174.31,66,830.06,Empresa,,,,
Pedro,2343,5/14/2015,Geelong Cnia,526.71,140,83,666.71,Empresa,,,,
Laura,2344,5/15/2015,Geelong Cnia,693.99,184.47,79,878.46,Empresa,,,,
Juan,2345,5/15/2015,"Lewis, Charles",567.81,150.93,65,718.74,Persona,,,,
Luz,2346,5/15/2015,"Sanchez, Eduardo",489.43,130.09,66,619.52,Persona,,,,
Maria,2347,5/15/2015,"Diaz, Byron",392.88,104.43,97,497.31,Persona,,,,
Luz,2348,5/15/2015,"Johnson, Dalton",620.38,164.91,69,785.29,Persona,,,,
Alfonso,2349,5/16/2015,Paris Cnia,650.97,173.04,88,824.01,Empresa,,,,
Luis,2350,5/16/2015,"Griffin, Zachary",854.58,227.16,113,1081.74,Persona,,,,
Pedro,2351,5/16/2015,"Gray, Isaiah",554.43,147.37,91,701.8,Persona,,,,
Carla,2352,5/17/2015,"Bebbington, Mark",740.83,196.92,91,937.75,Persona,,,,
Luis,2353,5/17/2015,"Richardson, Juan",530.53,141.02,98,671.55,Persona,,,,
Laura,2354,5/17/2015,"Chen, Dylan",371.85,98.84,97,470.69,Persona,,,,
Alfonso,2355,5/17/2015,Grupo Ases,843.11,224.11,99,1067.22,Empresa,,,,
Luis,2356,5/17/2015,"Bebbington, Mark",827.81,220.05,62,1047.86,Persona,,,,
Luis,2357,5/18/2015,"Coleman, James",509.5,135.43,101,644.93,Persona,,,,
Luz,2358,5/18/2015,"Hill, Lucas",187.36,49.8,95,237.16,Persona,,,,
Juan,2359,5/18/2015,"Lopez, Blake",478.91,127.3,116,606.21,Persona,,,,
Laura,2360,5/18/2015,Fiorilo Transportes y Correo,530.53,141.02,109,671.55,Empresa,,,,
Luis,2361,5/18/2015,"Evans, Noah",279.13,74.19,101,353.32,Persona,,,,
Penelope,2362,5/18/2015,"Garcia, James",731.27,194.38,109,925.65,Persona,,,,
Penelope,2363,5/18/2015,Geelong Cnia,799.14,212.42,77,1011.56,Empresa,,,,
Penelope,2364,5/18/2015,"Hernandez, Micheal",642.37,170.75,98,813.12,Persona,,,,
Carla,2365,5/18/2015,"Pal, Ricardo",655.75,174.31,113,830.06,Persona,,,,
Alfonso,2366,5/18/2015,"Johnson, Austin",276.26,73.43,65,349.69,Persona,,,,
Juan,2367,5/18/2015,Rochester Cnia,265.75,70.63,100,336.38,Empresa,,,,
Carla,2368,5/19/2015,Charles Cnia,272.44,72.41,109,344.85,Empresa,,,,
Alfonso,2369,5/19/2015,Sunbury Cnia,541.04,143.82,69,684.86,Empresa,,,,
Luis,2370,5/19/2015,Viga Ingenieros,545.82,145.09,56,690.91,Empresa,,,,
Luis,2371,5/19/2015,"Smith, Jonathan",195.96,52.09,75,248.05,Persona,,,,
Alfonso,2372,5/20/2015,Semillas Santo Mongo,99.42,26.42,98,125.84,Empresa,,,,
Laura,2373,5/20/2015,Sunbury Cnia,354.64,94.27,93,448.91,Empresa,,,,
Carla,2374,5/20/2015,"Torres, Isaiah",790.53,210.14,59,1000.67,Persona,,,,
Juan,2375,5/20/2015,"Alonso, Julio",151.99,40.4,116,192.39,Persona,,,,
Luz,2376,5/21/2015,Kiela Cnia,422.51,112.31,78,534.82,Empresa,,,,
John,2377,5/21/2015,"Morgan, Brian",715.97,190.32,102,906.29,Persona,,,,
Penelope,2378,5/21/2015,Lancaster Vestimenta,195.96,52.09,61,248.05,Empresa,,,,
John,2379,5/21/2015,"Sanchez, Ian",407.22,108.24,98,515.46,Persona,,,,
Maria,2380,5/21/2015,"Evans, Noah",223.69,59.45,65,283.14,Persona,,,,
Luis,2381,5/22/2015,Charles Cnia,323.1,85.88,66,408.98,Empresa,,,,
Pedro,2382,5/22/2015,"Bryant, Seth",199.79,53.1,74,252.89,Persona,,,,
Carla,2383,5/22/2015,"Rodolfo, Chavez",860.31,228.69,96,1089,Persona,,,,
Luis,2384,5/22/2015,Semillas Santo Mongo,455.97,121.2,88,577.17,Empresa,,,,
Laura,2385,5/22/2015,Lancaster Vestimenta,693.03,184.22,111,877.25,Empresa,,,,
John,2386,5/22/2015,"Garcia, James",134.79,35.82,110,170.61,Persona,,,,
John,2387,5/22/2015,Orlando Cnia,680.61,180.91,82,861.52,Empresa,,,,
Luz,2388,5/22/2015,"Smith, Julio",611.78,162.62,77,774.4,Persona,,,,
Penelope,2389,5/23/2015,"Smith, Jonathan",141.48,37.6,77,179.08,Persona,,,,
Maria,2390,5/23/2015,"Kelly, Chase",542,144.07,119,686.07,Persona,,,,
Luz,2391,5/23/2015,Geelong Cnia,187.36,49.8,69,237.16,Empresa,,,,
John,2392,5/23/2015,"Miller, Seth",849.8,225.89,111,1075.69,Persona,,,,
Penelope,2393,5/23/2015,Semillas Santo Mongo,144.35,38.36,58,182.71,Empresa,,,,
Laura,2394,5/23/2015,"Ross, Christian",630.9,167.7,83,798.6,Persona,,,,
Laura,2395,5/23/2015,"Bryant, Seth",365.16,97.06,66,462.22,Persona,,,,
Maria,2396,5/24/2015,Gold Coast Accesorios,449.28,119.42,84,568.7,Empresa,,,,
Alfonso,2397,5/24/2015,"Morris, Devin",349.86,93,64,442.86,Persona,,,,
Luis,2398,5/24/2015,Trenton Cnia,560.16,148.9,101,709.06,Empresa,,,,
Pedro,2399,5/25/2015,"Baileya, Angela",244.72,65.04,86,309.76,Persona,,,,
Alfonso,2400,5/25/2015,"Bryant, Seth",541.04,143.82,98,684.86,Persona,,,,
Maria,2401,5/25/2015,"Ross, Christian",692.08,183.96,63,876.04,Persona,,,,
Maria,2402,5/26/2015,"Sanchez, Ian",166.33,44.21,95,210.54,Persona,,,,
John,2403,5/26/2015,"Hill, Lucas",236.11,62.76,60,298.87,Persona,,,,
Luz,2404,5/26/2015,"Chen, Dylan",371.85,98.84,70,470.69,Persona,,,,
Penelope,2405,5/26/2015,Buffalo Cnia,425.38,113.07,68,538.45,Empresa,,,,
John,2406,5/27/2015,"Jackson, Noah",656.71,174.56,82,831.27,Persona,,,,
Luis,2407,5/27/2015,"Sanchez, Ian",286.77,76.23,100,363,Persona,,,,
Luz,2408,5/27/2015,"Diaz, Byron",584.06,155.25,63,739.31,Persona,,,,
Laura,2409,5/28/2015,"Gao, Ronnie",766.64,203.78,96,970.42,Persona,,,,
Laura,2410,5/28/2015,"Rodolfo, Chavez",824.95,219.28,100,1044.23,Persona,,,,
Alfonso,2411,5/28/2015,Geelong Cnia,107.07,28.45,76,135.52,Empresa,,,,
Pedro,2412,5/28/2015,"Jackson, Nicholas",581.19,154.49,115,735.68,Persona,,,,
Luz,2413,5/28/2015,Orlando Cnia,188.32,50.05,113,238.37,Empresa,,,,
Alfonso,2414,5/28/2015,"Bebbington, Mark",580.24,154.23,115,734.47,Persona,,,,
Luis,2415,5/28/2015,"Washington, Jack",655.75,174.31,99,830.06,Persona,,,,
Luis,2416,5/29/2015,"Adams, Fernando",164.42,43.7,107,208.12,Persona,,,,
Pedro,2417,5/29/2015,"Gray, Isaiah",108.02,28.71,84,136.73,Persona,,,,
John,2418,5/29/2015,"Perez, Jeremy",727.44,193.37,62,920.81,Persona,,,,
Laura,2419,5/29/2015,"Martinez, Marco",733.18,194.89,89,928.07,Persona,,,,
Carla,2420,5/29/2015,Gold Coast Accesorios,738.92,196.41,55,935.33,Empresa,,,,
Maria,2421,5/29/2015,"Turner, Richard",661.49,175.83,69,837.32,Persona,,,,
Laura,2422,5/29/2015,Semillas Santo Mongo,572.59,152.2,98,724.79,Empresa,,,,
Luz,2423,5/29/2015,Englewood Cnia,301.11,80.04,70,381.15,Empresa,,,,
Pedro,2424,5/29/2015,"Johnson, Dalton",221.77,58.95,58,280.72,Persona,,,,
Alfonso,2425,5/29/2015,"Hill, Lucas",437.81,116.37,74,554.18,Persona,,,,
Luis,2426,5/29/2015,"Chen, Dylan",294.42,78.26,84,372.68,Persona,,,,
Maria,2427,5/29/2015,"Sanchez, Eduardo",170.16,45.22,76,215.38,Persona,,,,
Luz,2428,5/30/2015,"Morris, Timothy",201.7,53.61,116,255.31,Persona,,,,
Luis,2429,5/30/2015,"Sanchez, Ian",163.46,43.45,92,206.91,Persona,,,,
Laura,2430,5/30/2015,"Hill, Lucas",663.4,176.34,63,839.74,Persona,,,,
Pedro,2431,5/31/2015,"Miller, Seth",521.93,138.73,104,660.66,Persona,,,,
John,2432,5/31/2015,"Richardson, Juan",128.1,34.04,74,162.14,Persona,,,,
Pedro,2433,5/31/2015,South Portland Cnia,764.72,203.28,74,968,Empresa,,,,
Alfonso,2434,5/31/2015,"Garcia, James",377.59,100.36,56,477.95,Persona,,,,
Carla,2435,6/1/2015,"Jackson, Noah",526.71,140,63,666.71,Persona,,,,
Maria,2436,6/1/2015,Grupo Ases,438.76,116.63,100,555.39,Empresa,,,,
Luz,2437,6/1/2015,"Johnson, Dalton",530.53,141.02,68,671.55,Persona,,,,
Luz,2438,6/2/2015,"Lopez, Blake",169.2,44.97,107,214.17,Persona,,,,
Luz,2439,6/2/2015,Charles Cnia,263.83,70.13,75,333.96,Empresa,,,,
Laura,2440,6/2/2015,"Hernandez, Micheal",264.79,70.38,88,335.17,Persona,,,,
Laura,2441,6/2/2015,Victoria Cnia,676.78,179.9,89,856.68,Empresa,,,,
Carla,2442,6/3/2015,"Edwards, Nathan",270.52,71.91,109,342.43,Persona,,,,
Maria,2443,6/3/2015,Charleston Cnia,455.01,120.95,109,575.96,Empresa,,,,
Alfonso,2444,6/3/2015,"Kumar, Leonard",115.67,30.74,112,146.41,Persona,,,,
Laura,2445,6/3/2015,"Coleman, James",345.08,91.73,103,436.81,Persona,,,,
Juan,2446,6/4/2015,"Adams, Wyatt",725.53,192.86,101,918.39,Persona,,,,
Alfonso,2447,6/4/2015,"Griffin, Zachary",329.79,87.66,59,417.45,Persona,,,,
Laura,2448,6/5/2015,Congo Mongo Estudio,288.69,76.73,101,365.42,Empresa,,,,
John,2449,6/5/2015,"Washington, Jack",570.68,151.69,55,722.37,Persona,,,,
Pedro,2450,6/5/2015,"Rodriguez, Thomas",108.98,28.96,71,137.94,Persona,,,,
Juan,2451,6/5/2015,Falmouth Cnia,130.01,34.55,99,164.56,Empresa,,,,
Luis,2452,6/6/2015,Oregon Cnia,412.95,109.77,116,522.72,Empresa,,,,
Luz,2453,6/6/2015,"Adams, Wyatt",564.94,150.17,91,715.11,Persona,,,,
John,2454,6/7/2015,South Portland Cnia,830.68,220.81,98,1051.49,Empresa,,,,
Penelope,2455,6/7/2015,Paris Cnia,639.5,169.99,56,809.49,Empresa,,,,
Luis,2456,6/7/2015,"Evans, Devin",176.85,47,77,223.85,Persona,,,,
Maria,2457,6/7/2015,Greenville Cnia,252.36,67.08,96,319.44,Empresa,,,,
Laura,2458,6/8/2015,Greenville Cnia,564.94,150.17,92,715.11,Empresa,,,,
Alfonso,2459,6/8/2015,"Ward, Jeremy",362.29,96.3,58,458.59,Persona,,,,
John,2460,6/8/2015,"Kumar, Leonard",651.93,173.29,76,825.22,Persona,,,,
Juan,2461,6/8/2015,Paris Cnia,764.72,203.28,112,968,Empresa,,,,
Maria,2462,6/8/2015,Congo Mongo Estudio,796.27,211.66,118,1007.93,Empresa,,,,
Maria,2463,6/9/2015,"Green, James",395.75,105.19,102,500.94,Persona,,,,
Juan,2464,6/9/2015,Paris Cnia,103.24,27.44,96,130.68,Empresa,,,,
Juan,2465,6/9/2015,Canoga Parque,563.99,149.91,89,713.9,Empresa,,,,
Laura,2466,6/9/2015,Orlando Cnia,135.74,36.08,58,171.82,Empresa,,,,
Luz,2467,6/10/2015,"Davis, John",577.37,153.47,65,730.84,Persona,,,,
Luz,2468,6/10/2015,"Johnson, Austin",815.39,216.74,83,1032.13,Persona,,,,
Juan,2469,6/10/2015,"Smith, Julio",122.36,32.52,116,154.88,Persona,,,,
John,2470,6/10/2015,"Perez, Jeremy",448.32,119.17,100,567.49,Persona,,,,
Alfonso,2471,6/10/2015,"Garcia, James",435.9,115.86,79,551.76,Persona,,,,
Penelope,2472,6/10/2015,Geelong Cnia,554.43,147.37,109,701.8,Empresa,,,,
Carla,2473,6/10/2015,"Sanchez, Eduardo",792.45,210.64,60,1003.09,Persona,,,,
Juan,2474,6/10/2015,"Johnson, Dalton",515.24,136.95,94,652.19,Persona,,,,
Carla,2475,6/11/2015,"Smith, Jonathan",818.26,217.5,55,1035.76,Persona,,,,
Luis,2476,6/11/2015,"Reed, Richard",827.81,220.05,107,1047.86,Persona,,,,
Maria,2477,6/11/2015,Holyoke Producciones,272.44,72.41,78,344.85,Empresa,,,,
Laura,2478,6/11/2015,"Bebbington, Mark",152.95,40.65,70,193.6,Persona,,,,
Laura,2479,6/12/2015,Jota Cnia,652.88,173.55,60,826.43,Empresa,,,,
Carla,2480,6/12/2015,"Smith, Jonathan",769.5,204.55,94,974.05,Persona,,,,
Luz,2481,6/12/2015,Congo Mongo Estudio,130.96,34.81,65,165.77,Empresa,,,,
Luz,2482,6/12/2015,"Ramos, Dwayne",670.09,178.12,103,848.21,Persona,,,,
Carla,2483,6/13/2015,Canoga Parque,403.39,107.23,59,510.62,Empresa,,,,
Alfonso,2484,6/13/2015,"Baileya, Angela",736.05,195.65,87,931.7,Persona,,,,
Pedro,2485,6/13/2015,Semillas Santo Mongo,778.11,206.83,82,984.94,Empresa,,,,
Luis,2486,6/13/2015,"Coleman, James",351.78,93.5,83,445.28,Persona,,,,
Maria,2487,6/13/2015,"Bebbington, Mark",680.61,180.91,112,861.52,Persona,,,,
Penelope,2488,6/13/2015,"Lewis, Charles",223.69,59.45,98,283.14,Persona,,,,
Alfonso,2489,6/14/2015,"Ana, Maria",113.76,30.23,84,143.99,Persona,,,,
John,2490,6/15/2015,Oregon Cnia,341.26,90.71,65,431.97,Empresa,,,,
John,2491,6/15/2015,Greenville Cnia,333.61,88.68,70,422.29,Empresa,,,,
Laura,2492,6/15/2015,Oleagi Agropecuaria,230.38,61.23,88,291.61,Empresa,,,,
John,2493,6/16/2015,Lancaster Vestimenta,742.74,197.43,85,940.17,Empresa,,,,
Carla,2494,6/17/2015,"Johnson, Benjamin",764.72,203.28,98,968,Persona,,,,
John,2495,6/17/2015,"Johnson, Austin",598.4,159.06,110,757.46,Persona,,,,
Luz,2496,6/18/2015,"Pal, Ricardo",373.76,99.35,85,473.11,Persona,,,,
Laura,2497,6/18/2015,Boulder Cnia,134.79,35.82,119,170.61,Empresa,,,,
Carla,2498,6/18/2015,"Hernandez, Micheal",305.89,81.31,113,387.2,Persona,,,,
Pedro,2499,6/18/2015,"Ortega, Marvin",224.64,59.71,69,284.35,Persona,,,,
Alfonso,2500,6/18/2015,Greenville Cnia,620.38,164.91,58,785.29,Empresa,,,,
Luz,2501,6/19/2015,Jota Cnia,627.08,166.68,68,793.76,Empresa,,,,
Penelope,2502,6/19/2015,Viga Ingenieros,828.77,220.3,114,1049.07,Empresa,,,,
Maria,2503,6/19/2015,"Liu, Louis",275.3,73.18,72,348.48,Persona,,,,
Maria,2504,6/19/2015,Canoga Parque,795.31,211.41,104,1006.72,Empresa,,,,
Juan,2505,6/20/2015,"Smith, Julio",310.67,82.58,87,393.25,Persona,,,,
Juan,2506,6/20/2015,Orlando Cnia,401.48,106.72,109,508.2,Empresa,,,,
Maria,2507,6/21/2015,"Lewis, Charles",669.13,177.87,79,847,Persona,,,,
Penelope,2508,6/21/2015,"Diaz, Gabriel",616.56,163.89,57,780.45,Persona,,,,
John,2509,6/22/2015,"Liu, Louis",455.97,121.2,55,577.17,Persona,,,,
Juan,2510,6/22/2015,"Johnson, Austin",198.83,52.85,103,251.68,Persona,,,,
Pedro,2511,6/22/2015,"Morris, Devin",157.73,41.92,116,199.65,Persona,,,,
Penelope,2512,6/22/2015,Sunbury Cnia,662.44,176.09,56,838.53,Empresa,,,,
Maria,2513,6/22/2015,"Jackson, Nicholas",703.55,187.01,75,890.56,Persona,,,,
Penelope,2514,6/22/2015,Charleston Cnia,773.33,205.56,101,978.89,Empresa,,,,
Luis,2515,6/22/2015,"Richardson, Juan",245.67,65.3,104,310.97,Persona,,,,
Penelope,2516,6/22/2015,Dallas Producciones,206.48,54.88,84,261.36,Empresa,,,,
Maria,2517,6/22/2015,Coffs Harbour Cnia,391.92,104.18,60,496.1,Empresa,,,,
Luis,2518,6/23/2015,Longview Cnia,782.89,208.1,98,990.99,Empresa,,,,
Luz,2519,6/24/2015,"Johnson, Benjamin",237.07,63.01,88,300.08,Persona,,,,
Luz,2520,6/24/2015,Rochester Cnia,723.62,192.35,58,915.97,Empresa,,,,
Maria,2521,6/24/2015,"Washington, Jose",410.09,109,63,519.09,Persona,,,,
Penelope,2522,6/24/2015,Dallas Producciones,155.82,41.41,83,197.23,Empresa,,,,
John,2523,6/24/2015,"Rivera, Adrian",687.3,182.69,89,869.99,Persona,,,,
Carla,2524,6/24/2015,"Bryant, Seth",334.57,88.93,65,423.5,Persona,,,,
Pedro,2525,6/24/2015,"Hernandez, Micheal",345.08,91.73,80,436.81,Persona,,,,
Pedro,2526,6/25/2015,Buffalo Cnia,127.14,33.79,106,160.93,Empresa,,,,
Pedro,2527,6/25/2015,"Hill, Lucas",315.45,83.85,62,399.3,Persona,,,,
Alfonso,2528,6/25/2015,Orlando Cnia,489.43,130.09,61,619.52,Empresa,,,,
Carla,2529,6/26/2015,"Perez, Jeremy",679.65,180.66,98,860.31,Persona,,,,
Luz,2530,6/26/2015,"Chen, Dylan",730.31,194.13,116,924.44,Persona,,,,
Luis,2531,6/26/2015,Lake Oswego Cnia,351.78,93.5,68,445.28,Empresa,,,,
Juan,2532,6/26/2015,"Garcia, James",473.18,125.77,68,598.95,Persona,,,,
Alfonso,2533,6/26/2015,"Bryant, Seth",528.62,140.51,75,669.13,Persona,,,,
John,2534,6/26/2015,"Coleman, James",145.3,38.62,56,183.92,Persona,,,,
Juan,2535,6/27/2015,"Sanchez, Ian",840.24,223.35,74,1063.59,Persona,,,,
Carla,2536,6/27/2015,"Ross, Christian",633.77,168.46,119,802.23,Persona,,,,
Carla,2537,6/27/2015,"Reed, Richard",441.63,117.39,67,559.02,Persona,,,,
Maria,2538,6/27/2015,"Liu, Louis",196.92,52.34,81,249.26,Persona,,,,
John,2539,6/27/2015,"Smith, Julio",169.2,44.97,100,214.17,Persona,,,,
Pedro,2540,6/28/2015,"Johnson, Dalton",765.68,203.53,76,969.21,Persona,,,,
Carla,2541,6/28/2015,Longview Cnia,390.97,103.92,99,494.89,Empresa,,,,
Penelope,2542,6/28/2015,Coffs Harbour Cnia,306.85,81.56,88,388.41,Empresa,,,,
Laura,2543,6/28/2015,Madridia Cnia,257.14,68.35,71,325.49,Empresa,,,,
John,2544,6/28/2015,Charles Cnia,556.34,147.88,98,704.22,Empresa,,,,
John,2545,6/28/2015,Grupo Ases,151.99,40.4,75,192.39,Empresa,,,,
Carla,2546,6/28/2015,Semillas Santo Mongo,528.62,140.51,59,669.13,Empresa,,,,
Laura,2547,6/28/2015,"Bailey, Angel",833.55,221.57,74,1055.12,Persona,,,,
Juan,2548,6/29/2015,"Ana, Maria",238.98,63.52,110,302.5,Persona,,,,
Pedro,2549,6/29/2015,"Gray, Isaiah",792.45,210.64,85,1003.09,Persona,,,,
Alfonso,2550,6/29/2015,"Ortega, Marvin",280.08,74.45,79,354.53,Persona,,,,
Luis,2551,6/29/2015,"Jackson, Nicholas",531.49,141.27,96,672.76,Persona,,,,
Pedro,2552,6/29/2015,"Ward, Jeremy",750.39,199.46,67,949.85,Persona,,,,
Laura,2553,6/29/2015,Oleagi Agropecuaria,753.25,200.23,68,953.48,Empresa,,,,
Pedro,2554,6/30/2015,"Diaz, Gabriel",780.02,207.34,68,987.36,Persona,,,,
Maria,2555,6/30/2015,"Evans, Noah",844.06,224.37,96,1068.43,Persona,,,,
Carla,2556,6/30/2015,"Liu, Louis",245.67,65.3,80,310.97,Persona,,,,
Juan,2557,6/30/2015,"Griffin, Kyle",256.19,68.09,59,324.28,Persona,,,,
John,2558,6/30/2015,Dallas Producciones,715.97,190.32,78,906.29,Empresa,,,,
Juan,2559,7/1/2015,"Adams, Fernando",683.47,181.68,101,865.15,Persona,,,,
Maria,2560,7/1/2015,Buffalo Cnia,390.01,103.67,90,493.68,Empresa,,,,
Maria,2561,7/1/2015,"Rivera, Adrian",101.33,26.93,61,128.26,Persona,,,,
Luis,2562,7/2/2015,"Zeng, Omar",458.84,121.96,57,580.8,Persona,,,,
Luz,2563,7/2/2015,"Ward, Jeremy",478.91,127.3,66,606.21,Persona,,,,
Maria,2564,7/2/2015,"Reed, Richard",200.74,53.36,92,254.1,Persona,,,,
Alfonso,2565,7/2/2015,"Bryant, Seth",417.73,111.04,83,528.77,Persona,,,,
Juan,2566,7/3/2015,"Evans, Noah",175.89,46.75,81,222.64,Persona,,,,
Penelope,2567,7/3/2015,"Griffin, Kyle",131.92,35.06,115,166.98,Persona,,,,
John,2568,7/3/2015,"Perez, Jeremy",572.59,152.2,114,724.79,Persona,,,,
Pedro,2569,7/3/2015,"Reed, Richard",656.71,174.56,60,831.27,Persona,,,,
Pedro,2570,7/3/2015,Englewood Cnia,633.77,168.46,62,802.23,Empresa,,,,
Juan,2571,7/4/2015,South Portland Cnia,585.02,155.5,111,740.52,Empresa,,,,
Carla,2572,7/4/2015,Holyoke Producciones,594.57,158.05,55,752.62,Empresa,,,,
Laura,2573,7/4/2015,Geelong Cnia,585.02,155.5,85,740.52,Empresa,,,,
Carla,2574,7/4/2015,"Jackson, Nicholas",174.93,46.5,69,221.43,Persona,,,,
Pedro,2575,7/4/2015,"Pal, Ricardo",629.94,167.45,66,797.39,Persona,,,,
